"ID","Faction","Instance_Id","Supercedes","Title_Lang_enUS","Title_Lang_enGB","Title_Lang_koKR","Title_Lang_frFR","Title_Lang_deDE","Title_Lang_enCN","Title_Lang_zhCN","Title_Lang_enTW","Title_Lang_zhTW","Title_Lang_esES","Title_Lang_esMX","Title_Lang_ruRU","Title_Lang_ptPT","Title_Lang_ptBR","Title_Lang_itIT","Title_Lang_Unk","Title_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Category","Points","Ui_Order","Flags","IconID","Reward_Lang_enUS","Reward_Lang_enGB","Reward_Lang_koKR","Reward_Lang_frFR","Reward_Lang_deDE","Reward_Lang_enCN","Reward_Lang_zhCN","Reward_Lang_enTW","Reward_Lang_zhTW","Reward_Lang_esES","Reward_Lang_esMX","Reward_Lang_ruRU","Reward_Lang_ptPT","Reward_Lang_ptBR","Reward_Lang_itIT","Reward_Lang_Unk","Reward_Lang_Mask","Minimum_Criteria","Shares_Criteria"
"976","-1","-1","975","500 Daily Quests Complete","일일 퀘스트 500개 완료","500 quêtes journalières achevées","500 tägliche Quests abgeschlossen","完成500个日常任务","500個每日任務完成","500 misiones diarias completadas","500 misiones diarias completadas","500 ежедневных заданий","","","","","","","","16712190","Complete 500 daily quests.","일일 퀘스트 500개 완료","Achever 500 quêtes journalières.","Schließt 500 tägliche Quests ab.","完成500个日常任务。","完成500個每日任務。","Completa 500 misiones diarias.","Completa 500 misiones diarias.","Выполните 500 ежедневных заданий.","","","","","","","","16712190","96","10","12","0","3427","","","","","","","","","","","","","","","","","16712174","0","0"
"1025","0","-1","0","Flame Keeper of Eastern Kingdoms","동부 왕국 불꽃지기","Garde-flammes des Royaumes de l'est","Flammenbewahrer der östlichen Königreiche","东部王国护火者","東部王國火焰守護者","Vigilante de las llamas de los Reinos del Este","Vigilante de las llamas de los Reinos del Este","Хранитель огня Восточных королевств","","","","","","","","16712190","Honor the flames of Eastern Kingdoms.","동부 왕국에 있는 불꽃에 경의 표시하기","Honorer les flammes des Royaumes de l'est.","Ehrt die Flammen der östlichen Königreiche.","祭拜东部王国的火焰。","榮耀東部王國的火焰","Honra las llamas de los Reinos del Este.","Honra las llamas de los Reinos del Este.","Почтите огни Восточных королевств.","","","","","","","","16712190","161","10","12","0","1923","","","","","","","","","","","","","","","","","16712174","0","0"
"1079","-1","554","0","Pathaleon the Calculator kills (The Mechanar)","철두철미한 파탈리온 처치 (메카나르)","Morts de Pathaleon le Calculateur (Le Méchanar)","Siege über Pathaleon den Kalkulator (Die Mechanar)","杀死计算者帕萨雷恩（能源舰）","操縱者帕薩里歐擊殺數(麥克納爾)","Muertes de Pathaleon el Calculador (El Mechanar)","Muertes de Pathaleon el Calculador (El Mechanar)","Убийства Паталеона Вычислителя (Механар)","","","","","","","","16712190","Pathaleon the Calculator kills (The Mechanar)","철두철미한 파탈리온 처치 (메카나르)","Morts de Pathaleon le Calculateur (Le Méchanar)","Siege über Pathaleon den Kalkulator (Die Mechanar)","杀死计算者帕萨雷恩（能源舰）","操縱者帕薩里歐擊殺數(麥克納爾)","Muertes de Pathaleon el Calculador (El Mechanar)","Muertes de Pathaleon el Calculador (El Mechanar)","Убийства Паталеона Вычислителя (Механар)","","","","","","","","16712190","14822","5","12","1","2529","","","","","","","","","","","","","","","","","16712174","0","0"
"1101","-1","531","0","C'Thun kills (Temple of Ahn'Qiraj)","쑨 처치 (안퀴라즈 사원)","Morts de C'Thun (Temple d'Ahn'Qiraj)","Siege über C'Thun (Tempel von Ahn'Qiraj)","杀死克苏恩（安其拉神殿）","克蘇恩擊殺數(安其拉神廟)","Muertes de C'Thun (Templo de Ahn'Qiraj)","Muertes de C'Thun (Templo de Ahn'Qiraj)","Убийства К'Туна (Храм Ан'Кираж)","","","","","","","","16712190","C'Thun kills (Temple of Ahn'Qiraj)","쑨 처치 (안퀴라즈 사원)","Morts de C'Thun (Temple d'Ahn'Qiraj)","Siege über C'Thun (Tempel von Ahn'Qiraj)","杀死克苏恩（安其拉神殿）","克蘇恩擊殺數(安其拉神廟)","Muertes de C'Thun (Templo de Ahn'Qiraj)","Muertes de C'Thun (Templo de Ahn'Qiraj)","Убийства К'Туна (Храм Ан'Кираж)","","","","","","","","16712190","14821","5","12","1","1826","","","","","","","","","","","","","","","","","16712174","0","0"
"1115","-1","-1","0","Warsong Gulch Honorable Kills","전쟁노래 협곡 명예 승수","Victoires honorables dans le goulet des Chanteguerres","Ehrenhafte Siege in der Kriegshymnenschlucht","战歌峡谷荣誉杀敌","戰歌峽谷榮譽擊殺數","Muertes con honor en la Garganta Grito de Guerra","Muertes con honor en la Garganta Grito de Guerra","Почетных побед в Ущелье Песни Войны","","","","","","","","16712190","Warsong Gulch Honorable Kills","전쟁노래 협곡 명예 승수","Victoires honorables dans le goulet des Chanteguerres","Ehrenhafte Siege in der Kriegshymnenschlucht","战歌峡谷荣誉杀敌","戰歌峽谷榮譽擊殺數","Muertes con honor en la Garganta Grito de Guerra","Muertes con honor en la Garganta Grito de Guerra","Почетных побед в Ущелье Песни Войны","","","","","","","","16712190","136","0","12","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"1147","-1","-1","0","Gold spent at barber shops","미용실에서 사용한 골드","Argent dépensé chez le coiffeur","Gold beim Barbier ausgegeben","花费在理发店中的金币","美容沙龍的花費總額","Cantidad de oro gastado en peluquerías","Cantidad de oro gastado en peluquerías","Кол-во золота, потраченного в парикмахерских","","","","","","","","16712190","Gold spent at barber shops","미용실에서 사용한 골드","Argent dépensé chez le coiffeur","Gold beim Barbier ausgegeben","花费在理发店中的金币","美容沙龍的花費總額","Cantidad de oro gastado en peluquerías","Cantidad de oro gastado en peluquerías","Кол-во золота, потраченного в парикмахерских","","","","","","","","16712190","140","0","12","1","1","","","","","","","","","","","","","","","","","16712174","0","0"
"1176","-1","-1","0","Got My Mind On My Money","내 관심은 오직 돈","Le fric, c'est chic","Ich wär' so gerne Millionär","积少成多","我滿腦子都是錢","Pienso en mi dinero","Pienso en mi dinero","Деньги-деньги, дребеденьги","","","","","","","","16712190","Loot 100 gold.","전리품으로 100 골드 획득","Ramasser 100 pièces d'or en butin.","Plündert 100 Gold.","拾取100金币。","拾取100枚金幣。","Despoja 100 de oro.","Despoja 100 de oro.","Добудьте 100 золотых монет из поверженных врагов.","","","","","","","","16712190","92","10","12","0","2992","","","","","","","","","","","","","","","","","16712174","0","0"
"1275","-1","-1","0","Bombs Away","폭탄 투하","Larguez les bombes","Bomben los!","炸翻天","轟炸快手","Bombas fuera","Bombas fuera","Сбрасывай бомбу!","","","","","","","","16712190","Complete the Fires Over Skettis quest in under 2 minutes 15 seconds while not in a group.","파티가 아닌 상태로 스케티스 공습 퀘스트 2분 15초 안에 완료","Achever la quête « Un déluge de feu sur Skettis » en moins de 2 minutes et 15 secondes, sans être en groupe.","Schließt die Quest 'Feuer über Skettis' in unter 2 Minuten und 15 Sekunden ab, ohne Euch in einer Gruppe zu befinden.","在不组队的情况下，2分钟15秒内完成“轰炸斯克提斯”任务。","在2分15秒內完成「向司凱堤斯開火」任務，不可在隊伍中。","Completa la misión de El fuego sobre Skettis en menos de 2 minutos y 15 segundos sin formar parte de un grupo.","Completa la misión de El fuego sobre Skettis en menos de 2 minutos y 15 segundos sin formar parte de un grupo.","Выполните задание """"Огонь над Скеттисом"""" меньше чем за 2 минуты 15 секунд.","","","","","","","","16712190","14862","10","12","0","2505","","","","","","","","","","","","","","","","","2113864174","0","0"
"1304","-1","-1","0","Different elixirs used","사용한 비약 유형","Élixirs différents utilisés","Verschiedene Elixiere benutzt","饮用不同的药剂","服用不同的藥劑","Elixires diferentes usados","Elixires diferentes usados","Количество различных выпитых эликсиров","","","","","","","","16712190","Different elixirs used","사용한 비약 유형","Élixirs différents utilisés","Verschiedene Elixiere benutzt","饮用不同的药剂","服用不同的藥劑","Elixires diferentes usados","Elixires diferentes usados","Количество различных выпитых эликсиров","","","","","","","","16712190","145","0","12","33","1","","","","","","","","","","","","","","","","","4278125036","0","923"
"1396","-1","571","0","Elders of Northrend","노스렌드의 장로","Anciens du Norfendre","Die Urahnen von Nordend","诺森德的长者","北裂境的長者","Ancestros de Rasganorte","Ancestros de Rasganorte","Предки Нордскола","","","","","","","","16712190","Honor the Elders which are located in Northrend.","노스렌드에 있는 장로 방문하기","Honorer les Anciens situés en Norfendre.","Ehrt die Urahnen, die sich in Nordend befinden.","祭拜诺森德的长者。","榮耀位於北裂境的長者。","Honra los ancestros situados en Rasganorte.","Honra los ancestros situados en Rasganorte.","Посетите всех предков в Нордсколе.","","","","","","","","16712190","160","10","12","0","2218","","","","","","","","","","","","","","","","","2113864172","0","0"
"1404","-1","-1","0","Realm First! Level 80 Gnome","서버 최초 80 레벨 노움","Gnome « Prem's » au niveau 80 sur le royaume","Erster Stufe-80-Gnom des Realms!","服务器第一！80级侏儒","伺服器首位!80級地精","¡Primero del reino! Gnomo nivel 80","¡Primero del reino! Gnomo nivel 80","1-й на сервере! Гном 80-го уровня","","","","","","","","16712190","First gnome on the realm to achieve level 80.","서버 최초로 80 레벨 노움 달성","Premier gnome du royaume à atteindre le niveau 80.","Erster Gnom des Realms, der Stufe 80 erreicht hat.","本服务器第一个达到80级的侏儒。","伺服器首位達到80級的地精。","Primer gnomo del reino en alcanzar el nivel 80.","Primer gnomo del reino en alcanzar el nivel 80.","Первый гном на сервере, достигший 80-го уровня.","","","","","","","","16712190","81","0","12","256","3283","","","","","","","","","","","","","","","","","16712174","0","0"
"1467","-1","-1","0","Lich King 5-player bosses killed","리치 왕 5인 우두머리 처치","Boss de donjons à 5 de Wrath of the Lich King tués","5-Spieler-Bosse in Nordend getötet","巫妖王 - 杀死5人地下城首领的次数","巫妖王之怒的5人首領擊殺數","Lich King: Jefes asesinados (5 j.)","Lich King: Jefes asesinados (5 j.)","Убийства боссов в подземельях Lich King (5 игроков)","","","","","","","","16712190","Lich King 5-player bosses killed","리치 왕 5인 우두머리 처치","Boss de donjons à 5 de Wrath of the Lich King tués","5-Spieler-Bosse in Nordend getötet","巫妖王 - 杀死5人地下城首领的次数","巫妖王之怒的5人首領擊殺數","Lich King: Jefes asesinados (5 j.)","Lich King: Jefes asesinados (5 j.)","Убийства боссов в подземельях Lich King (5 игроков)","","","","","","","","16712190","14807","10","12","9","2813","","","","","","","","","","","","","","","","","2080309740","0","0"
"1497","-1","-1","0","Warsong Gulch Killing Blows","전쟁노래 협곡 결정타","Coups fatals dans le goulet des Chanteguerres","Todesstöße in der Kriegshymnenschlucht","战歌峡谷击杀","戰歌峽谷最後一擊數","Golpes de gracia en la Garganta Grito de Guerra","Golpes de gracia en la Garganta Grito de Guerra","Смертельные удары в Ущелье Песни Войны","","","","","","","","16712190","Warsong Gulch Killing Blows","전쟁노래 협곡 결정타","Coups fatals dans le goulet des Chanteguerres","Todesstöße in der Kriegshymnenschlucht","战歌峡谷击杀","戰歌峽谷最後一擊數","Golpes de gracia en la Garganta Grito de Guerra","Golpes de gracia en la Garganta Grito de Guerra","Смертельные удары в Ущелье Песни Войны","","","","","","","","16712190","137","0","12","1","1","","","","","","","","","","","","","","","","","2080309740","0","0"
"1509","-1","608","0","Cyanigosa kills (Heroic Violet Hold)","시아니고사 처치 (보랏빛 요새 - 영웅)","Morts de Cyanigosa (Le fort Pourpre en mode héroïque)","Siege über Cyanigosa (Heroische Violette Festung)","杀死塞安妮苟萨（英雄紫罗兰监狱）","霞妮苟莎擊殺數(英雄紫羅蘭堡)","Muertes de Cianigosa (El Bastión Violeta H.)","Muertes de Cianigosa (El Bastión Violeta H.)","Убийства Синигосы (Аметистовая крепость, героич.)","","","","","","","","16712190","Cyanigosa kills (Heroic Violet Hold)","시아니고사 처치 (보랏빛 요새 - 영웅)","Morts de Cyanigosa (Le fort Pourpre en mode héroïque)","Siege über Cyanigosa (Heroische Violette Festung)","杀死塞安妮苟萨（英雄紫罗兰监狱）","霞妮苟莎擊殺數(英雄紫羅蘭堡)","Muertes de Cianigosa (El Bastión Violeta H.)","Muertes de Cianigosa (El Bastión Violeta H.)","Убийства Синигосы (Аметистовая крепость, героич.)","","","","","","","","16712190","14823","5","12","1","1955","","","","","","","","","","","","","","","","","2130641388","0","0"
"1539","-1","-1","0","Highest Inscription skill","주문각인 최고 숙련도","Plus haut score de compétence en calligraphie","Höchste Inschriftenfertigkeit","最高的铭文技能","最高銘文學技能","Habilidad en inscripción mayor","Habilidad en inscripción mayor","Наивысший уровень навыка в начертании","","","","","","","","16712190","Highest Inscription skill","주문각인 최고 숙련도","Plus haut score de compétence en calligraphie","Höchste Inschriftenfertigkeit","最高的铭文技能","最高銘文學技能","Habilidad en inscripción mayor","Habilidad en inscripción mayor","Наивысший уровень навыка в начертании","","","","","","","","16712190","173","0","12","1","1","","","","","","","","","","","","","","","","","2080309740","0","0"
"1548","-1","-1","0","Dalaran Sewers victories","달라란 하수도 승리","Victoires dans les égouts de Dalaran","Siege in der Kanalisation von Dalaran","达拉然下水道获胜","達拉然下水道獲勝次數","Victorias en las Cloacas de Dalaran","Victorias en las Cloacas de Dalaran","Победы в Стоках Даларана","","","","","","","","16712190","Dalaran Sewers victories","달라란 하수도 승리","Victoires dans les égouts de Dalaran","Siege in der Kanalisation von Dalaran","达拉然下水道获胜","達拉然下水道獲勝次數","Victorias en las Cloacas de Dalaran","Victorias en las Cloacas de Dalaran","Победы в Стоках Даларана","","","","","","","","16712190","152","0","12","1","4","","","","","","","","","","","","","","","","","2080309740","0","0"
"1550","-1","607","0","Strand of the Ancients victories","고대의 해안 승리","Victoires au rivage des Anciens","Siege am Strand der Uralten","远古海滩胜利","遠祖灘頭獲勝次數","Victorias en la Playa de los Ancestros","Victorias en la Playa de los Ancestros","Победы на Береге Древних","","","","","","","","16712190","","","","","","","","","","","","","","","","","16775166","153","0","12","1","1","","","","","","","","","","","","","","","","","2080309742","0","0"
"1656","1","-1","0","Hallowed Be Thy Name","이름이 거룩히 여김을 받으소서","Que ton nom soit sanssainctifié","Geschlottert werde dein Name","神圣之名","以汝之名慶萬鬼","Santificado sea tu nombre","Santificado sea tu nombre","Да тыквится имя твое","","","","","","","","16712190","Complete the Hallow's End achievements listed below.","아래 나열된 할로윈 업적 완료","Accomplir les hauts faits de la Sanssaint listés ci-dessous.","Schließt die unten aufgelisteten Schlotternächte-Erfolge ab.","完成下列万圣节成就。","完成下列的萬鬼節成就。","Completa los logros de Halloween listados a continuación.","Completa los logros de Halloween listados a continuación.","Добейтесь всех достижений в честь Тыквовина, указанных ниже.","","","","","","","","16712190","155","10","12","0","3514","Title Reward: The Hallowed","칭호: 성자","Titre : le Sanssaint","Bonustitel: Nachtschrecken","头衔奖励：神圣的","頭銜獎勵:萬鬼","Título recompensa: el Santificado","Título recompensa: el Santificado","Наградное звание: Тыквер","","","","","","","","16712190","0","0"
"1688","-1","-1","0","The Winter Veil Gourmet","겨울맞이 축제 미식가","Gourmet du Voile d'hiver","Der Winterhauch-Gourmet","冬幕节美食家","冬幕美食家","El gourmet del Festival de Invierno","El gourmet del Festival de Invierno","Зимние угощения","","","","","","","","16712190","During the Feast of Winter Veil, use your culinary expertise to produce a Gingerbread Cookie, Egg Nog and Hot Apple Cider.","겨울맞이 축제 기간 동안 요리 기술을 활용하여 생강 과자빵, 에그노그, 따뜻한 사과맛 탄산수 만들기","Pendant la fête du Voile d'hiver, utiliser vos compétences culinaires pour préparer un biscuit en pain d'épice, du lait de poule et du cidre chaud.","Nutzt während des Winterhauchfests Eure kulinarische Expertise, um einen Lebkuchen, einen Eierflip und einen heißen Apfelwein herzustellen.","在冬幕节期间，运用你的烹饪技巧制作一份小姜饼、一份蛋奶酒和一份热苹果酒。","在冬幕節期間，使用你的烹飪專業技能製作薑餅、蛋奶酒以及熱蘋果酒。","Durante el festín Festival de Invierno, usa tu habilidad culinaria para crear una galleta de jengibre, ponche de huevo y sidra de manzana caliente.","Durante el festín Festival de Invierno, usa tu habilidad culinaria para crear una galleta de jengibre, ponche de huevo y sidra de manzana caliente.","Во время Зимнего Покрова приготовьте имбирное печенье, гоголь-моголь и горячий яблочный сидр.","","","","","","","","16712190","156","10","12","0","3191","","","","","","","","","","","","","","","","","2080309740","0","0"
"1698","0","-1","0","Nation of Adoration","사랑의 도시","Nation d'adoration","Einfach verehrungswürdig","爱慕之国","愛慕國度","La nación de la adoración","La nación de la adoración","Всенародная любовь","","","","","","","","16712190","Complete the Lovely Charm Bracelet daily quest for each Horde capital.","각 호드 대도시에서 아름다운 장식 팔찌 일일 퀘스트 완료","Achever la quête journalière du bracelet de breloques ravissantes pour chaque capitale de la Horde.","Erhaltet ein Geschenk der Verehrung aus jeder der unten aufgelisteten Städte.","在每个部落的主城中完成可爱的情人符手镯日常任务。","在每個部落主城完成可愛符咒手鐲的每日任務。","Completa las misiones diarias de pulseras de talismanes preciosos para cada capital de la Horda.","Completa las misiones diarias de pulseras de talismanes preciosos para cada capital de la Horda.","Выполните ежедневное задание на создание чудесного браслета-оберега во всех столицах Орды.","","","","","","","","16712190","187","10","12","0","3192","","","","","","","","","","","","","","","","","2063532524","0","0"
"1836","-1","-1","0","Old Crafty","늙은 재주꾼","Vieux malin","Alter Fuchs","老滑头","老奸","El viejo Astuto","El viejo Astuto","Старый Хитрюга","","","","","","","","16712190","Fish up Old Crafty in Orgrimmar.","오그리마에서 늙은 재주꾼 낚기","Pêcher Vieux malin à Orgrimmar.","Angelt den alten Fuchs in Orgrimmar.","钓起奥格瑞玛的老滑头。","在奧格瑪釣到老奸。","Pesca al viejo Astuto en Orgrimmar.","Pesca al viejo Astuto en Orgrimmar.","Выудите Старого Хитрюгу в Оргриммаре.","","","","","","","","16712190","171","10","12","0","2918","","","","","","","","","","","","","","","","","2113864172","1","0"
"1856","-1","533","0","Make Quick Werk Of Him (10 player)","패치워크 신속 처치 (10인)","Battez-le à plate couture (10 joueurs)","Legt Flickwerk schnell das Handwerk (10 Spieler)","帕奇维克陪你玩（10人）","快縫快補(10人)","Hazle un buen remiendo (10 j.)","Hazle un buen remiendo (10 j.)","Порежем на лоскутики (10 игроков)","","","","","","","","16712190","Defeat Patchwerk in Naxxramas in 3 minutes or less in 10-player mode.","3분 안에 패치워크 처치 (10인)","Tuer le Recousu en 3 minutes maximum en mode 10 joueurs.","Bezwingt Flickwerk in Naxxramas im 10-Spieler-Modus in höchstens 3 Minuten.","在3分钟内杀死纳克萨玛斯的帕奇维克（10人）。","10人模式中，在3分鐘內擊殺納克薩瑪斯的縫補者。","Derrota a Remendejo en Naxxramas en dificultad normal en menos de 3 minutos en el modo de10 jugadores.","Derrota a Remendejo en Naxxramas en dificultad normal en menos de 3 minutos en el modo de10 jugadores.","Убейте Лоскутика в рейде на 10 игроков в течение 3 минут.","","","","","","","","16712190","14922","10","12","0","313","","","","","","","","","","","","","","","","","2130641388","0","0"
"1857","-1","533","0","Make Quick Werk Of Him (25 player)","패치워크 신속 처치 (25인)","Battez-le à plate couture (25 joueurs)","Legt Flickwerk schnell das Handwerk (25 Spieler)","帕奇维克陪你玩（25人）","快縫快補(25人)","Hazle un buen remiendo (25 j.)","Hazle un buen remiendo (25 j.)","Порезать на лоскутики (25 игроков)","","","","","","","","16712190","Kill Patchwerk in Naxxramas in 3 minutes or less in 25-player mode.","낙스라마스에서 3분 안에 패치워크 처치 (25인)","Tuer le Recousu en 3 minutes maximum en mode 25 joueurs.","Bezwingt Flickwerk in Naxxramas im 25-Spieler-Modus in höchstens 3 Minuten.","在3分钟内杀死纳克萨玛斯的帕奇维克（25人）。","25人模式中，在3分鐘內擊殺納克薩瑪斯的縫補者。","Derrota a Remendejo en Naxxramas en el modo de 25 jugadores en menos de 3 minutos.","Derrota a Remendejo en Naxxramas en el modo de 25 jugadores en menos de 3 minutos.","Убейте Лоскутика в рейде на 25 игроков в течение 3 минут.","","","","","","","","16712190","14923","10","12","0","97","","","","","","","","","","","","","","","","","2080309740","0","0"
"1998","-1","-1","0","Dalaran Cooking Award","달라란 요리상","Prix de cuisine de Dalaran","Kochpreis von Dalaran","达拉然烹饪奖牌","達拉然烹飪獎勵","Premio de cocina de Dalaran","Premio de cocina de Dalaran","Даларанская кулинарная награда","","","","","","","","16712190","Obtain a Dalaran Cooking Award.","달라란 요리상 획득","Obtenir un prix de cuisine de Dalaran.","Erhaltet einen Kochpreis von Dalaran.","获得一块达拉然烹饪奖牌。","獲得一個達拉然烹飪獎勵。","Consigue un premio de cocina de Dalaran.","Consigue un premio de cocina de Dalaran.","Получите даларанскую кулинарную награду.","","","","","","","","16712190","170","10","12","0","2468","","","","","","","","","","","","","","","","","2130641388","0","0"
"2082","-1","-1","0","Ice Mammoth","얼음 매머드","Mammouth des glaces","Eismammut","冰雪猛犸象","冰原長毛象","Mamut de hielo","Mamut de hielo","Ледяной мамонт","","","","","","","","16712190","Obtain an Ice Mammoth.","얼음 매머드 획득","Obtenir un mammouth des glaces.","Erhaltet ein Eismammut.","获得一头冰雪猛犸象。","獲得一隻冰原長毛象。","Consigue un mamut de hielo.","Consigue un mamut de hielo.","Получите ледяного мамонта.","","","","","","","","16712190","14866","10","12","0","3446","","","","","","","","","","","","","","","","","2080309740","1","0"
"2086","-1","-1","2085","100 Stone Keeper's Shards","바위 문지기의 조각 100개","100 éclats du gardien des pierres","100 Splitter eines Steinbewahrers","100块岩石守卫者的碎片","100個石之守衛者裂片","100 fragmentos de vigilante de piedra","100 fragmentos de vigilante de piedra","100 осколков каменного хранителя","","","","","","","","16712190","Loot 100 Stone Keeper's Shards.","전리품으로 바위 문지기의 조각 100개 획득","Ramasser 100 éclats du gardien des pierres.","Plündert 100 Splitter eines Steinbewahrers.","获得100块岩石守卫者的碎片。","拾取100個石之守衛者裂片。","Despoja 100 fragmentos de vigilante de piedra.","Despoja 100 fragmentos de vigilante de piedra.","Получите из добычи 100 осколков каменного хранителя.","","","","","","","","16712190","14901","10","12","0","3448","","","","","","","","","","","","","","","","","2113864172","0","0"
"2189","-1","607","0","Artillery Expert","포술 전문가","Expert en artillerie","Artillerieexperte","炮台专家","火砲專家","Experto artillero","Experto artillero","Эксперт по артиллерии","","","","","","","","16712190","Destroy 5 vehicles using a turret in a single battle.","단일 전투에서 포탑을 사용하여 차량 5대 파괴","Détruire 5 véhicules à l'aide d'une tourelle dans un même champ de bataille.","Zerstört in einer einzigen Schlacht 5 Fahrzeuge mittels eines Geschützes.","在一场战斗中使用炮台摧毁5辆载具。","在單場戰鬥中使用砲塔摧毀5台載具。","Destroza 5 vehículos usando una torreta en una sola batalla.","Destroza 5 vehículos usando una torreta en una sola batalla.","Уничтожьте 5 средств передвижения с помощью турели за одно сражение.","","","","","","","","16712190","14881","10","12","0","1617","","","","","","","","","","","","","","","","","2130641388","0","0"
"2436","-1","-1","0","Desert Rose","사막의 장미","Rose des sables","Wüstenblume","沙漠玫瑰","荒地玫瑰","Rosa del desierto","Rosa del desierto","Роза пустыни","","","","","","","","16712190","Use Spring Robes to plant a flower in each of the deserts listed below.","새봄맞이 로브를 사용하여 아래 나열된 사막에 꽃 심기","Utiliser la Robe du printemps pour planter une fleur dans chacun des déserts cités ci-dessous.","Benutzt Frühlingsroben um in jeder der folgenden Wüsten eine Blume zu pflanzen.","使用春季长袍，在下列沙漠地区种植花朵。","使用春日長袍在下列的荒地放上一朵花。","Utiliza unas togas primaverales para plantar una flor en cada uno de los desiertos listados a continuación:","Utiliza unas togas primaverales para plantar una flor en cada uno de los desiertos listados a continuación:","Используйте весеннее убранство, чтобы посадить цветок во всех пустынях, указанных ниже.","","","","","","","","16712190","159","10","12","0","3060","","","","","","","","","","","","","","","","","2080309740","0","0"
"2762","1","-1","2779","Exalted Champion of Gnomeregan","놈리건의 확고한 용사","Champion exalté de Gnomeregan","Ehrfurchtgebietender Champion von Gnomeregan","尊贵的诺莫瑞根冠军","諾姆瑞根崇拜勇士","Campeón Exaltado de Gnomeregan","Campeón Exaltado de Gnomeregan","Превозносимый чемпион Гномрегана","","","","","","","","16712190","Earn exalted status with and the right to represent the Gnomeregan Exiles in the Argent Tournament.","놈리건 확고한 동맹 및 은빛십자군 마상시합에서 놈리건을 대표할 자격 획득","Être exalté auprès des exilés de Gnomeregan et obtenir le droit de représenter la faction au tournoi d'Argent.","Erreicht in Gnomeregan den Status ehrfürchtig und das Recht, die Verbannten beim Argentumturnier zu vertreten.","在诺莫瑞根流亡者阵营中达到崇拜声望，并获得在银色锦标赛中代表诺莫瑞根流亡者出战的资格。","取得聲望崇拜以及代表諾姆瑞根流亡者參加銀白聯賽的資格。","Alcanza la reputación Exaltado y el derecho a representar a los Exiliados de Gnomeregan en el Torneo Argenta.","Alcanza la reputación Exaltado y el derecho a representar a los Exiliados de Gnomeregan en el Torneo Argenta.","Добейтесь превознесения в Гномрегане и права представлять город на Серебряном турнире.","","","","","","","","16712190","14941","10","12","0","3799","Title Reward: of Gnomeregan","칭호: 놈리건의","Titre : de Gnomeregan","Bonustitel: von Gnomeregan","头衔奖励：诺莫瑞根的","頭銜獎勵:諾姆瑞根的","Título recompensa: de Gnomeregan","Título recompensa: de Gnomeregan","Наградное звание: Гномреганский","","","","","","","","16712190","0","0"
"2866","-1","603","0","General Vezax kills (Ulduar 10 player)","장군 베작스 처치 (울두아르 - 10인)","Morts du général Vezax (Ulduar à 10)","Siege über General Vezax (Ulduar, 10 Spieler)","杀死维扎克斯将军（10人奥杜尔）","威札斯將軍擊殺數(奧杜亞10人)","Muertes del general Vezax (Ulduar 10 j.)","Muertes del general Vezax (Ulduar 10 j.)","Убийства генерала Везакса (Ульдуар, 10 игроков)","","","","","","","","16712190","General Vezax kills (Ulduar 10 player)","장군 베작스 처치 (울두아르 - 10인)","Morts du général Vezax (Ulduar à 10)","Siege über General Vezax (Ulduar, 10 Spieler)","杀死维扎克斯将军（10人奥杜尔）","威札斯將軍擊殺數(奧杜亞10人)","Muertes del general Vezax (Ulduar 10 j.)","Muertes del general Vezax (Ulduar 10 j.)","Убийства генерала Везакса (Ульдуар, 10 игроков)","","","","","","","","16712190","14963","10","12","1","1700","","","","","","","","","","","","","","","","","2113864172","0","0"
"2914","-1","603","2913","Orbital Devastation (10 player)","궤도 초토화 (10인)","Dévastation orbitale (10 joueurs)","Orbitales Bombardement (10 Spieler)","轨道破坏（10人）","環軌火網(10人)","Devastación orbital (10 j.)","Devastación orbital (10 j.)","Орбитальное опустошение (10 игроков)","","","","","","","","16712190","Defeat Flame Leviathan with at least 2 Orbital Defense Systems active in 10-player mode.","궤도적 방어 시스템이 2개 이상 활성화된 상태에서 거대 화염전차 처치 (10인)","Vaincre le léviathan des flammes alors qu'au moins 2 systèmes de défense orbitaux sont encore actifs en mode 10 joueurs.","Bezwingt den Flammenleviathan mit mindestens 2 aktiven orbitalen Verteidigungssystem im 10-Spieler-Modus.","在至少2个轨道防御系统被激活的情况下击败烈焰巨兽（10人）。","10人模式中，在至少2具環軌防禦系統啟動的情況下擊敗烈焰戰輪。","Derrota al Leviatán de llamas con al menos 2 sistemas de defensa orbital activos en el modo de 10 jugadores.","Derrota al Leviatán de llamas con al menos 2 sistemas de defensa orbital activos en el modo de 10 jugadores.","Убейте Огненного Левиафана в рейде на 10 игроков, оставив работающими хотя бы две орбитальных системы защиты.","","","","","","","","16712190","14961","10","12","0","287","","","","","","","","","","","","","","","","","2080309740","0","0"
